,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,actor_3_name,country,content_rating,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
228,Rob Minkoff,77.0,537.0,Brad Garrett,886.0,64736114.0,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,Melanie Griffith,USA,PG,120000000.0,799.0,5.4,459.0
229,Neill Blomkamp,109.0,1000.0,Sharlto Copley,13000.0,93050117.0,Action|Drama|Sci-Fi|Thriller,Matt Damon,Alice Braga,USA,R,115000000.0,2000.0,6.6,61000.0
231,José Padilha,117.0,1000.0,Abbie Cornish,10000.0,58607007.0,Action|Crime|Sci-Fi|Thriller,Gary Oldman,Jennifer Ehle,USA,PG-13,100000000.0,2000.0,6.2,60000.0
234,James Mangold,117.0,877.0,Marc Blucas,10000.0,76418654.0,Action|Comedy|Romance,Tom Cruise,Jordi Mollà,USA,PG-13,117000000.0,973.0,6.3,11000.0
235,Joseph Kosinski,124.0,1000.0,Tom Cruise,11000.0,89021735.0,Action|Adventure|Mystery|Sci-Fi,Morgan Freeman,Zoë Bell,USA,PG-13,120000000.0,10000.0,7.0,71000.0
236,George Lucas,140.0,4000.0,Christopher Lee,20000.0,380262555.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Hayden Christensen,USA,PG-13,113000000.0,16000.0,7.6,10000.0
239,James Mangold,138.0,929.0,Tao Okamoto,20000.0,132550960.0,Action|Adventure|Sci-Fi|Thriller,Hugh Jackman,Rila Fukushima,USA,PG-13,120000000.0,992.0,6.7,68000.0
240,George Lucas,136.0,1000.0,Liam Neeson,20000.0,474544677.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Ian McDiarmid,USA,PG,115000000.0,14000.0,6.5,13000.0
241,Kirk De Micco,98.0,12000.0,Emma Stone,16000.0,187165546.0,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,Nicolas Cage,USA,PG,135000000.0,15000.0,7.3,28000.0
244,Cedric Nicolas-Troyan,120.0,9000.0,Sam Claflin,26000.0,47952020.0,Action|Adventure|Drama|Fantasy,Chris Hemsworth,Charlize Theron,USA,PG-13,115000000.0,11000.0,6.1,16000.0
245,Jonathan Liebesman,101.0,429.0,Danny Woodburn,833.0,190871240.0,Action|Adventure|Comedy|Sci-Fi,Noel Fisher,Jeremy Howard,USA,PG-13,125000000.0,809.0,5.9,62000.0
248,Dave Green,112.0,799.0,Noel Fisher,5000.0,81638674.0,Action|Adventure|Comedy|Sci-Fi,Stephen Amell,Brad Garrett,USA,PG-13,135000000.0,833.0,6.3,12000.0
249,Josh Trank,100.0,78.0,Reg E. Cathey,596.0,56114221.0,Action|Adventure|Sci-Fi,Tim Blake Nelson,Tim Heidecker,USA,PG-13,120000000.0,360.0,4.3,41000.0
250,Shawn Levy,108.0,1000.0,Rami Malek,49000.0,250863268.0,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Steve Coogan,USA,PG,110000000.0,3000.0,6.4,3000.0
251,Brad Peyton,114.0,884.0,Ioan Gruffudd,12000.0,155181732.0,Action|Adventure|Drama|Thriller,Dwayne Johnson,Archie Panjabi,USA,PG-13,110000000.0,2000.0,6.1,52000.0
253,Roland Emmerich,142.0,1000.0,Adam Baldwin,13000.0,113330342.0,Action|Drama|History|War,Heath Ledger,Tom Wilkinson,USA,R,110000000.0,2000.0,7.1,4000.0
256,Robert Schwentke,119.0,1000.0,Theo James,14000.0,129995817.0,Adventure|Sci-Fi|Thriller,Kate Winslet,Mekhi Phifer,USA,PG-13,110000000.0,5000.0,6.3,27000.0
259,Michel Gondry,119.0,741.0,Tom Wilkinson,11000.0,98780042.0,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,Chad L. Coleman,USA,PG-13,120000000.0,1000.0,5.8,14000.0
261,Noam Murro,102.0,1000.0,Sullivan Stapleton,6000.0,106369117.0,Action|Drama|Fantasy|War,Eva Green,Peter Mensah,USA,R,110000000.0,1000.0,6.2,71000.0
262,Raja Gosnell,103.0,111.0,Tim Gunn,383.0,142614158.0,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,Madison McKinley,USA,PG,110000000.0,113.0,5.5,31000.0
263,Will Finn,76.0,421.0,Roseanne Barr,12000.0,50026353.0,Animation|Comedy|Family|Music|Western,Steve Buscemi,G.W. Bailey,USA,PG,110000000.0,513.0,5.4,304.0
264,Robert Schwentke,120.0,943.0,Theo James,6000.0,66002193.0,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,Zoë Kravitz,USA,PG-13,110000000.0,5000.0,5.8,12000.0
265,Shawn Levy,127.0,544.0,Torey Michael Adkins,20000.0,85463309.0,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Olga Fonda,USA,PG-13,110000000.0,929.0,7.1,36000.0
267,Jan de Bont,121.0,202.0,Temuera Morrison,673.0,48068396.0,Action|Crime|Romance|Thriller,Jason Patric,Lois Chiles,USA,PG-13,160000000.0,368.0,3.7,894.0
268,Gavin Hood,114.0,430.0,Moises Arias,11000.0,61656849.0,Action|Sci-Fi,Harrison Ford,Aramis Knight,USA,PG-13,110000000.0,635.0,6.7,123000.0
273,Bo Welch,82.0,434.0,Kelly Preston,760.0,100446895.0,Adventure|Comedy|Family|Fantasy,Sean Hayes,Spencer Breslin,USA,PG,109000000.0,743.0,3.8,946.0
277,Ron Clements,97.0,525.0,Jenifer Lewis,852.0,104374107.0,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,Anika Noni Rose,USA,G,105000000.0,578.0,7.1,5000.0
278,Ridley Scott,151.0,372.0,Donald Glover,13000.0,228430993.0,Adventure|Drama|Sci-Fi,Matt Damon,Benedict Wong,USA,PG-13,108000000.0,801.0,8.1,153000.0
283,Ridley Scott,171.0,695.0,Connie Nielsen,3000.0,187670866.0,Action|Drama|Romance,Djimon Hounsou,Oliver Reed,USA,R,103000000.0,933.0,8.5,21000.0
288,James Cameron,153.0,539.0,Jenette Goldstein,780.0,204843350.0,Action|Sci-Fi,Joe Morton,S. Epatha Merkerson,USA,R,102000000.0,604.0,8.5,13000.0
294,Adam McKay,116.0,107.0,Will Ferrell,12000.0,119219978.0,Action|Comedy|Crime,Dwayne Johnson,Derek Jeter,USA,PG-13,100000000.0,8000.0,6.7,16000.0
296,Quentin Tarantino,165.0,265.0,Christoph Waltz,29000.0,162804648.0,Drama|Western,Leonardo DiCaprio,Ato Essandoh,USA,R,100000000.0,11000.0,8.5,199000.0
299,Simon West,103.0,13000.0,Sylvester Stallone,26000.0,85017401.0,Action|Adventure|Thriller,Jason Statham,Bruce Willis,USA,R,92000000.0,13000.0,6.7,108000.0
303,Joe Wright,111.0,394.0,Cara Delevingne,20000.0,34964818.0,Adventure|Family|Fantasy,Hugh Jackman,Nonso Anozie,USA,PG,150000000.0,548.0,5.8,24000.0
304,Chris Wedge,102.0,120.0,Emma Kenney,14000.0,107515297.0,Adventure|Animation|Family|Fantasy,Josh Hutcherson,Troy Evans,USA,PG,100000000.0,151.0,6.7,17000.0
305,Florian Henckel von Donnersmarck,103.0,3000.0,Angelina Jolie Pitt,40000.0,67631157.0,Action|Romance|Thriller,Johnny Depp,Rufus Sewell,USA,PG-13,100000000.0,11000.0,6.0,25000.0
306,Peter Hyams,121.0,595.0,Mark Margolis,1000.0,66862068.0,Action|Fantasy|Horror|Mystery,CCH Pounder,Udo Kier,USA,R,83000000.0,1000.0,5.7,2000.0
308,Martin Scorsese,240.0,4000.0,Matthew McConaughey,29000.0,116866727.0,Biography|Comedy|Crime|Drama,Leonardo DiCaprio,Jon Favreau,USA,R,100000000.0,11000.0,8.2,138000.0
312,Zack Snyder,101.0,577.0,Richard Roxburgh,2000.0,55673333.0,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Anthony LaPaglia,USA,PG,80000000.0,653.0,7.0,16000.0
314,Brett Ratner,101.0,467.0,Rufus Sewell,12000.0,72660029.0,Action|Adventure,Dwayne Johnson,Ingrid Bolsø Berdal,USA,PG-13,100000000.0,3000.0,6.0,21000.0
317,Patrick Hughes,131.0,11000.0,Sylvester Stallone,26000.0,39292022.0,Action|Adventure|Thriller,Jason Statham,Harrison Ford,USA,PG-13,90000000.0,13000.0,6.1,56000.0
318,Ericson Core,114.0,848.0,Edgar Ramírez,1000.0,28772222.0,Action|Crime|Sport|Thriller,Ray Winstone,Delroy Lindo,USA,PG-13,105000000.0,897.0,5.3,37000.0
319,Lawrence Guterman,94.0,227.0,Traylor Howard,490.0,17010646.0,Comedy|Family|Fantasy,Jamie Kennedy,Ben Stein,USA,PG,84000000.0,294.0,2.2,881.0
320,Ron Howard,122.0,571.0,Benjamin Walker,26000.0,24985612.0,Action|Adventure|Biography|Drama|History|Thriller,Chris Hemsworth,Frank Dillane,USA,PG-13,100000000.0,911.0,7.0,27000.0
321,Ron Underwood,95.0,683.0,Randy Quaid,3000.0,4411102.0,Action|Comedy|Sci-Fi,Rosario Dawson,Burt Young,USA,PG-13,100000000.0,695.0,3.8,416.0
323,Steve Martino,88.0,36.0,Venus Schultheis,144.0,130174897.0,Adventure|Animation|Comedy|Family,Francesca Capaldi,Bill Melendez,USA,G,99000000.0,42.0,7.2,33000.0
324,David Mamet,110.0,393.0,Felicity Huffman,623.0,10200000.0,Drama|Mystery|Thriller,Ben Gazzara,Campbell Scott,USA,PG,10000000.0,508.0,7.3,578.0
330,Ridley Scott,152.0,557.0,Sam Shepard,2000.0,108638745.0,Drama|History|War,Ioan Gruffudd,Ewen Bremner,USA,R,92000000.0,820.0,7.7,10000.0
331,Jay Roach,85.0,329.0,Thomas Middleditch,8000.0,86897182.0,Comedy,Will Ferrell,Katherine LaNasa,USA,R,95000000.0,331.0,6.2,18000.0
335,Steve Martino,88.0,916.0,Josh Gad,22000.0,161317423.0,Adventure|Animation|Comedy|Family,Peter Dinklage,Drake,USA,PG,95000000.0,1000.0,6.6,14000.0
336,Kenneth Branagh,105.0,502.0,Derek Jacobi,2000.0,201148159.0,Drama|Family|Fantasy|Romance,Hayley Atwell,Lily James,USA,PG,95000000.0,520.0,7.0,56000.0
337,Peter Jackson,135.0,310.0,AJ Michalka,873.0,43982842.0,Drama|Fantasy|Thriller,Michael Imperioli,Tom McCarthy,USA,PG-13,65000000.0,560.0,6.7,16000.0
338,Andrew Stanton,100.0,799.0,Stephen Root,1000.0,380838870.0,Adventure|Animation|Comedy|Family,Alexander Gould,Brad Garrett,USA,G,94000000.0,939.0,8.2,11000.0
339,Peter Jackson,192.0,416.0,Billy Boyd,5000.0,377019252.0,Action|Adventure|Drama|Fantasy,Orlando Bloom,Bernard Hill,USA,PG-13,94000000.0,857.0,8.9,16000.0
340,Peter Jackson,172.0,857.0,Orlando Bloom,16000.0,340478898.0,Action|Adventure|Drama|Fantasy,Christopher Lee,Billy Boyd,USA,PG-13,94000000.0,5000.0,8.7,10000.0
341,Sergey Bodrov,102.0,766.0,Djimon Hounsou,12000.0,17176900.0,Action|Adventure|Fantasy,Jeff Bridges,Olivia Williams,USA,PG-13,95000000.0,3000.0,5.5,16000.0
345,Rupert Wyatt,105.0,779.0,David Oyelowo,11000.0,176740650.0,Action|Drama|Sci-Fi|Thriller,James Franco,Tyler Labine,USA,PG-13,93000000.0,1000.0,7.6,47000.0
347,John Moore,101.0,476.0,Cole Hauser,13000.0,67344392.0,Action|Thriller,Bruce Willis,Megalyn Echikunwoke,USA,R,92000000.0,787.0,5.3,66000.0
348,John Lee Hancock,137.0,877.0,Marc Blucas,2000.0,22406362.0,Drama|History|War|Western,Dennis Quaid,Jordi Mollà,USA,PG-13,107000000.0,973.0,6.0,701.0
350,Renny Harlin,124.0,810.0,Frank Langella,1000.0,11000000.0,Action|Adventure|Comedy,Christopher Masterson,Matthew Modine,USA,PG-13,98000000.0,903.0,5.6,1000.0
354,Tony Scott,98.0,1000.0,Rosario Dawson,18000.0,81557479.0,Action|Thriller,Denzel Washington,Ethan Suplee,USA,PG-13,100000000.0,3000.0,6.8,18000.0
359,Ben Stiller,114.0,423.0,Adrian Martinez,3000.0,58229120.0,Adventure|Comedy|Drama|Fantasy|Romance,Adam Scott,Joey Slotnick,USA,PG,90000000.0,806.0,7.3,70000.0
361,Martin Scorsese,151.0,1000.0,Matt Damon,29000.0,132373442.0,Crime|Drama|Thriller,Leonardo DiCaprio,Ray Winstone,USA,R,90000000.0,13000.0,8.5,29000.0
362,Tony Bancroft,88.0,484.0,Harvey Fierstein,2000.0,120618403.0,Adventure|Animation|Family|Fantasy|Musical|War,Ming-Na Wen,June Foray,USA,G,90000000.0,500.0,7.5,12000.0
364,David Fincher,158.0,585.0,Goran Visnjic,18000.0,102515793.0,Crime|Drama|Mystery|Thriller,Robin Wright,Joely Richardson,USA,R,90000000.0,1000.0,7.8,54000.0
366,Guy Ritchie,128.0,727.0,Eddie Marsan,21000.0,209019489.0,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Robert Maillet,USA,PG-13,90000000.0,979.0,7.6,20000.0
372,Chris Columbus,106.0,1000.0,Adam Sandler,22000.0,78747585.0,Action|Animation|Comedy|Sci-Fi,Peter Dinklage,Josh Gad,USA,PG-13,88000000.0,11000.0,5.6,39000.0
373,Steven Spielberg,146.0,681.0,William Hurt,3000.0,78616689.0,Adventure|Drama|Sci-Fi,Haley Joel Osment,Kevin Sussman,USA,PG-13,100000000.0,882.0,7.1,11000.0
374,Rob Minkoff,88.0,441.0,Rachael Harris,691.0,75817994.0,Comedy|Family|Fantasy|Horror|Mystery,Marsha Thomason,Marc John Jefferies,USA,PG,90000000.0,569.0,4.9,988.0
375,Robert Zemeckis,150.0,135.0,Tom Skerritt,11000.0,100853835.0,Drama|Mystery|Sci-Fi|Thriller,Matthew McConaughey,Larry King,USA,PG,90000000.0,1000.0,7.4,15000.0
378,Thor Freudenthal,106.0,918.0,Leven Rambin,8000.0,68558662.0,Adventure|Family|Fantasy,Logan Lerman,Brandon T. Jackson,USA,PG,90000000.0,956.0,5.9,28000.0
380,Jon M. Chu,129.0,886.0,Morgan Freeman,11000.0,64685359.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,Sanaa Lathan,USA,PG-13,90000000.0,11000.0,6.9,15000.0
384,Carlos Saldanha,96.0,350.0,Wanda Sykes,11000.0,143618384.0,Adventure|Animation|Comedy|Family|Musical,Anne Hathaway,Will.i.am,USA,G,90000000.0,560.0,7.0,19000.0
386,Mick Jackson,104.0,612.0,Anne Heche,3000.0,47474112.0,Action|Drama|Sci-Fi|Thriller,Don Cheadle,Gaby Hoffmann,USA,PG-13,90000000.0,643.0,5.4,2000.0
387,Alan J. Pakula,111.0,2000.0,Brad Pitt,11000.0,42877165.0,Action|Crime|Drama|Thriller,Harrison Ford,Natascha McElhone,USA,R,86000000.0,11000.0,6.1,979.0
389,Josh Trank,100.0,78.0,Reg E. Cathey,596.0,56114221.0,Action|Adventure|Sci-Fi,Tim Blake Nelson,Tim Heidecker,USA,PG-13,120000000.0,360.0,4.3,41000.0
395,Rob Cohen,106.0,4000.0,Vin Diesel,23000.0,144512310.0,Action|Crime|Thriller,Paul Walker,Jordana Brewster,USA,PG-13,38000000.0,14000.0,6.7,14000.0
396,Robert Zemeckis,143.0,272.0,Paul Sanchez,15000.0,233630478.0,Adventure|Drama|Romance,Tom Hanks,Nick Searcy,USA,PG-13,90000000.0,410.0,7.7,23000.0
402,Genndy Tartakovsky,91.0,11000.0,Adam Sandler,12000.0,148313048.0,Animation|Comedy|Family|Fantasy,Steve Buscemi,Jon Lovitz,USA,PG,85000000.0,11000.0,7.1,28000.0
405,Daniel Espinosa,115.0,820.0,Ryan Reynolds,18000.0,126149655.0,Action|Crime|Mystery|Thriller,Denzel Washington,Sam Shepard,USA,R,85000000.0,16000.0,6.8,19000.0
406,Kevin Lima,100.0,439.0,Eric Idle,2000.0,66941559.0,Adventure|Comedy|Family,Ioan Gruffudd,Jim Carter,USA,G,85000000.0,795.0,4.8,372.0
408,Nancy Meyers,138.0,213.0,Rufus Sewell,14000.0,63224849.0,Comedy|Romance,Kate Winslet,Sarah Parish,USA,PG-13,85000000.0,3000.0,6.9,19000.0
412,Roger Allers,83.0,624.0,Debra Messing,4000.0,84303558.0,Adventure|Animation|Comedy|Family,Jon Favreau,Jane Krakowski,USA,PG,85000000.0,650.0,6.2,863.0
413,Neil Burger,139.0,1000.0,Theo James,14000.0,150832203.0,Adventure|Mystery|Sci-Fi,Kate Winslet,Mekhi Phifer,USA,PG-13,85000000.0,5000.0,6.7,49000.0
420,Martin Brest,178.0,551.0,Brad Pitt,12000.0,44606335.0,Drama|Fantasy|Romance,Anthony Hopkins,Jake Weber,USA,PG-13,90000000.0,11000.0,7.1,10000.0
421,Andrew Davis,108.0,172.0,Rick Worthy,672.0,40048332.0,Action|Drama|Thriller,Raymond Cruz,Jsu Garcia,USA,R,85000000.0,174.0,5.5,941.0
423,Tarsem Singh,106.0,809.0,Nathan Lane,8000.0,64933670.0,Adventure|Comedy|Drama|Family|Fantasy,Julia Roberts,Danny Woodburn,USA,PG,85000000.0,886.0,5.6,18000.0
424,Edgar Wright,112.0,719.0,Kieran Culkin,10000.0,31494270.0,Action|Comedy|Fantasy|Romance,Anna Kendrick,Ellen Wong,USA,PG-13,60000000.0,1000.0,7.5,36000.0
426,Peter Segal,109.0,571.0,Janet Jackson,611.0,123307945.0,Comedy|Romance|Sci-Fi,Larry Miller,Chris Elliott,USA,PG-13,65000000.0,592.0,4.3,374.0
429,Frank Coraci,107.0,233.0,Cameron Monaghan,11000.0,137340146.0,Comedy|Drama|Fantasy|Romance,Adam Sandler,Julie Kavner,USA,PG-13,70000000.0,1000.0,6.4,7000.0
433,Guillermo del Toro,120.0,160.0,Iván Kamarás,3000.0,75754670.0,Action|Adventure|Fantasy|Horror|Sci-Fi,Seth MacFarlane,Brian Steele,USA,PG-13,85000000.0,169.0,7.0,3000.0
434,David Fincher,162.0,495.0,Jake Gyllenhaal,21000.0,33048353.0,Crime|Drama|History|Mystery|Thriller,Robert Downey Jr.,Anthony Edwards,USA,R,65000000.0,15000.0,7.7,12000.0
437,Sylvester Stallone,113.0,5000.0,Sylvester Stallone,26000.0,102981571.0,Action|Adventure|Thriller,Jason Statham,Jet Li,USA,R,80000000.0,13000.0,6.5,57000.0
439,Gary Ross,142.0,575.0,Josh Hutcherson,34000.0,407999255.0,Adventure|Drama|Sci-Fi|Thriller,Jennifer Lawrence,Anthony Reynolds,USA,PG-13,78000000.0,14000.0,7.3,140000.0
440,Todd Phillips,102.0,461.0,Mason Lee,14000.0,254455986.0,Comedy,Bradley Cooper,Mike Tyson,USA,R,80000000.0,670.0,6.5,56000.0
446,Dean Parisot,116.0,110.0,Anthony Hopkins,13000.0,53215979.0,Action|Comedy|Crime|Thriller,Bruce Willis,Garrick Hagon,USA,PG-13,84000000.0,12000.0,6.7,22000.0
449,Dennis Dugan,101.0,11000.0,Adam Sandler,12000.0,133668525.0,Comedy,Steve Buscemi,Jon Lovitz,USA,PG-13,80000000.0,11000.0,5.4,14000.0
452,Martin Scorsese,138.0,163.0,Joseph Sikora,29000.0,127968405.0,Mystery|Thriller,Leonardo DiCaprio,Nellie Sciutto,USA,R,80000000.0,223.0,8.1,53000.0
455,John Woo,138.0,805.0,CCH Pounder,12000.0,112225777.0,Action|Crime|Sci-Fi|Thriller,Nicolas Cage,Joan Allen,USA,R,80000000.0,1000.0,7.3,11000.0
458,Dennis Dugan,117.0,503.0,Bailee Madison,11000.0,103028109.0,Comedy|Romance,Adam Sandler,Kevin Nealon,USA,PG-13,80000000.0,3000.0,6.4,19000.0
463,Albert Hughes,118.0,10000.0,Mila Kunis,18000.0,94822707.0,Action|Adventure|Drama|Thriller,Denzel Washington,Gary Oldman,USA,R,80000000.0,15000.0,6.9,20000.0
470,David Ayer,134.0,697.0,Logan Lerman,11000.0,85707116.0,Action|Drama|War,Brad Pitt,Jim Parrack,USA,R,68000000.0,8000.0,7.6,82000.0
473,Kelly Asbury,83.0,495.0,Charles Napier,13000.0,73215310.0,Adventure|Animation|Family|Western,Matt Damon,Zahn McClarnon,USA,G,80000000.0,503.0,7.0,4000.0
478,Genndy Tartakovsky,89.0,859.0,Adam Sandler,12000.0,169692572.0,Animation|Comedy|Family|Fantasy,Steve Buscemi,Fran Drescher,USA,PG,80000000.0,11000.0,6.7,16000.0
480,James Algar,74.0,62.0,Penn Jillette,340.0,60507228.0,Animation|Family|Fantasy|Music,Quincy Jones,Russi Taylor,USA,G,80000000.0,243.0,7.3,607.0
481,Simon Wells,96.0,102.0,Alan Young,891.0,56684819.0,Action|Adventure|Sci-Fi,Mark Addy,Josh Stamberg,USA,PG-13,80000000.0,639.0,5.9,3000.0
484,Martin Campbell,129.0,163.0,Nick Chinlund,2000.0,45356386.0,Action|Adventure|Western,Michael Emerson,Adrian Alonso,USA,PG,75000000.0,277.0,5.9,951.0
485,Vincent Ward,113.0,129.0,Annabella Sciorra,49000.0,55350897.0,Drama|Fantasy|Romance,Robin Williams,Rosalind Chao,USA,PG-13,85000000.0,448.0,7.0,32000.0
501,Breck Eisner,106.0,612.0,Joseph Gilgun,14000.0,27356090.0,Action|Adventure|Fantasy,Vin Diesel,Lotte Verbeek,USA,PG-13,90000000.0,788.0,6.0,21000.0
508,Ron Howard,135.0,535.0,Austin Pendleton,1000.0,170708996.0,Biography|Drama,Adam Goldberg,Judd Hirsch,USA,PG-13,58000000.0,592.0,8.2,29000.0
509,Roger Allers,73.0,847.0,Nathan Lane,2000.0,422783777.0,Adventure|Animation|Drama|Family|Musical,Matthew Broderick,Niketa Calame,USA,G,45000000.0,886.0,8.5,17000.0
511,Cody Cameron,95.0,18.0,Khamani Griffin,622.0,119793567.0,Animation|Comedy|Family|Fantasy|Sci-Fi,Will Forte,Melissa Sturm,USA,PG,78000000.0,161.0,6.5,15000.0
518,Des McAnuff,92.0,924.0,Janeane Garofalo,22000.0,26000610.0,Adventure|Animation|Comedy|Family|Fantasy,Robert De Niro,Jonathan Winters,USA,PG,76000000.0,1000.0,4.1,413.0
521,Pierre Coffin,98.0,1000.0,Miranda Cosgrove,7000.0,368049635.0,Animation|Comedy|Family|Sci-Fi,Steve Carell,Steve Coogan,USA,PG,76000000.0,2000.0,7.5,56000.0
522,Roland Emmerich,154.0,933.0,Adam Baldwin,10000.0,306124059.0,Action|Adventure|Sci-Fi,Will Smith,Mary McDonnell,USA,PG-13,75000000.0,2000.0,6.9,16000.0
525,Alfonso Cuarón,109.0,18.0,Danny Huston,16000.0,35286428.0,Drama|Sci-Fi|Thriller,Charlie Hunnam,Rita Davies,USA,R,76000000.0,430.0,7.9,17000.0
528,Michael Bay,136.0,904.0,Michael Biehn,12000.0,134006721.0,Action|Adventure|Thriller,Nicolas Cage,Bokeem Woodbine,USA,R,75000000.0,2000.0,7.4,51000.0
530,Peter Segal,99.0,328.0,Peter Dante,11000.0,120776832.0,Comedy|Romance,Adam Sandler,Allen Covert,USA,PG-13,75000000.0,427.0,6.8,11000.0
532,Renny Harlin,125.0,394.0,Alan Ford,613.0,41814863.0,Horror|Mystery|Thriller,James D'Arcy,Izabella Scorupco,USA,R,50000000.0,422.0,5.1,893.0
533,David Kellogg,110.0,692.0,Rene Auberjonois,2000.0,97360069.0,Action|Adventure|Comedy|Family|Sci-Fi,Matthew Broderick,Rupert Everett,USA,PG,75000000.0,710.0,4.1,509.0
534,Louis Leterrier,125.0,963.0,Common,11000.0,117698894.0,Crime|Mystery|Thriller,Morgan Freeman,Michael Kelly,USA,PG-13,75000000.0,988.0,7.3,105000.0
535,Dennis Dugan,102.0,4000.0,Adam Sandler,12000.0,162001186.0,Comedy,Steve Buscemi,Salma Hayek,USA,PG-13,80000000.0,11000.0,6.0,12000.0
536,Steven Spielberg,128.0,232.0,Chi McBride,15000.0,77032279.0,Comedy|Drama,Tom Hanks,Barry Shabaka Henley,USA,PG-13,60000000.0,466.0,7.3,16000.0
538,Thor Freudenthal,100.0,446.0,Kevin Dillon,3000.0,73023275.0,Comedy|Family,Don Cheadle,Yvette Nicole Brown,USA,PG,35000000.0,576.0,5.4,1000.0
548,Guy Ritchie,116.0,104.0,Elizabeth Debicki,15000.0,45434443.0,Action|Adventure|Comedy,Henry Cavill,Christian Berkel,USA,PG-13,75000000.0,509.0,7.3,43000.0
554,Tarsem Singh,110.0,222.0,Daniel Sharman,15000.0,83503161.0,Action|Drama|Fantasy|Romance,Henry Cavill,Steve Byers,USA,R,75000000.0,1000.0,6.1,30000.0
557,Ron Shelton,116.0,541.0,Bruce Greenwood,11000.0,30013346.0,Action|Comedy|Crime|Thriller,Harrison Ford,Lena Olin,USA,PG-13,75000000.0,982.0,5.3,648.0
560,Henry Selick,93.0,637.0,Bridget Fonda,3000.0,5409517.0,Animation|Comedy|Fantasy,Brendan Fraser,Megan Mullally,USA,PG-13,75000000.0,889.0,4.7,683.0
561,John Moore,113.0,568.0,Tony Curran,2000.0,21009180.0,Action|Adventure|Drama|Thriller,Dennis Quaid,Miranda Otto,USA,PG-13,45000000.0,845.0,6.1,1000.0
563,Kyle Balda,91.0,1000.0,Jon Hamm,7000.0,336029560.0,Action|Animation|Comedy|Family|Sci-Fi,Steve Carell,Steve Coogan,USA,PG,74000000.0,4000.0,6.4,70000.0
564,Zack Snyder,128.0,826.0,Abbie Cornish,4000.0,36381716.0,Action|Fantasy,Jon Hamm,Scott Glenn,USA,PG-13,82000000.0,2000.0,6.1,42000.0
565,Brian De Palma,98.0,697.0,Mike Starr,12000.0,55585389.0,Crime|Mystery|Thriller,Nicolas Cage,John Heard,USA,R,69000000.0,854.0,5.9,880.0
567,Clay Kaytis,97.0,415.0,Josh Gad,22000.0,107225164.0,Action|Animation|Comedy|Family,Peter Dinklage,Keegan-Michael Key,USA,PG,73000000.0,1000.0,6.3,14000.0
572,Steve Carr,87.0,574.0,Jeffrey Jones,1000.0,112950721.0,Comedy|Family|Fantasy,Raven-Symoné,Kevin Pollak,USA,PG,72000000.0,692.0,4.6,266.0
573,Mel Gibson,178.0,403.0,Patrick McGoohan,906.0,75600000.0,Biography|Drama|History|War,Mhairi Calvey,James Robinson,USA,R,72000000.0,466.0,8.4,17000.0
577,Renny Harlin,116.0,462.0,Estella Warren,13000.0,32616869.0,Action|Drama|Sport,Sylvester Stallone,Cristián de la Fuente,USA,PG-13,72000000.0,658.0,4.5,886.0
580,Betty Thomas,85.0,595.0,Raven-Symoné,1000.0,144156464.0,Comedy|Family|Fantasy,Oliver Platt,Peter Boyle,USA,PG-13,71500000.0,1000.0,5.3,694.0
585,Rob Cohen,132.0,212.0,Eve,14000.0,141204016.0,Action|Adventure|Thriller,Vin Diesel,Leila Arcieri,USA,PG-13,70000000.0,223.0,5.8,10000.0
586,Paul Tibbitt,92.0,726.0,Billy West,870.0,162495848.0,Adventure|Animation|Comedy|Family|Fantasy,Tim Conway,Eddie Deezen,USA,PG,74000000.0,861.0,6.0,16000.0
587,Ron Howard,139.0,808.0,Delroy Lindo,960.0,136448821.0,Crime|Thriller,Lili Taylor,Rene Russo,USA,R,80000000.0,848.0,6.6,1000.0
588,Quentin Tarantino,153.0,11000.0,Brad Pitt,13000.0,120523073.0,Adventure|Drama|War,Michael Fassbender,Christoph Waltz,USA,R,75000000.0,11000.0,8.3,42000.0
589,Steven Spielberg,142.0,5000.0,Julia Roberts,49000.0,119654900.0,Adventure|Comedy|Family|Fantasy,Robin Williams,Bob Hoskins,USA,PG,70000000.0,8000.0,6.7,13000.0
590,Brett Ratner,101.0,467.0,Rufus Sewell,12000.0,72660029.0,Action|Adventure,Dwayne Johnson,Ingrid Bolsø Berdal,USA,PG-13,100000000.0,3000.0,6.0,21000.0
